condition_id,exercise_id,recommendation_priority,evidence_strength,stage_of_rehab,severity_range,minimum_pain_score,maximum_pain_score,mobility_requirement,contraindication_flag,contraindication_applies_if,progression_order,clinical_goal,rationale_for_condition,phase,priority,is_core
COND0156,EX0074,1,Low/Consensus,chronic,mild,0,3,high,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",14,return to sport,"Selected for Mild Shoulder Postural Dysfunction to address return to sport deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0156,EX0075,1,High,maintenance,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",15,strength,"Selected for Mild Shoulder Postural Dysfunction to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0156,EX0076,1,Moderate,acute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",16,ROM,"Selected for Mild Shoulder Postural Dysfunction to address ROM deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",acute,1,no
COND0156,EX0077,1,High,subacute,mild-moderate-severe-complex,0,8,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",17,strength,"Selected for Mild Shoulder Postural Dysfunction to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",subacute,1,no
COND0156,EX0078,1,Moderate,chronic,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",18,ROM,"Selected for Mild Shoulder Postural Dysfunction to address ROM deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0156,EX0079,1,Moderate,maintenance,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",19,function,"Selected for Mild Shoulder Postural Dysfunction to address function deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0156,EX0080,1,Low/Consensus,chronic,mild,0,3,high,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",20,return to sport,"Selected for Mild Shoulder Postural Dysfunction to address return to sport deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0157,EX0061,10,Moderate,subacute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",1,ROM,"Selected for Moderate Shoulder Postural Dysfunction to address ROM deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",subacute,10,yes
COND0157,EX0062,9,Moderate,chronic,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",2,ROM,"Selected for Moderate Shoulder Postural Dysfunction to address ROM deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",chronic,9,yes
COND0157,EX0063,8,Moderate,maintenance,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",3,ROM,"Selected for Moderate Shoulder Postural Dysfunction to address ROM deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",maintenance,8,yes
COND0157,EX0064,7,Moderate,acute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",4,motor control,"Selected for Moderate Shoulder Postural Dysfunction to address motor control deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",acute,7,yes
COND0157,EX0065,6,High,subacute,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",5,strength,"Selected for Moderate Shoulder Postural Dysfunction to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",subacute,6,yes
COND0157,EX0066,5,High,chronic,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",6,strength,"Selected for Moderate Shoulder Postural Dysfunction to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",chronic,5,yes
COND0157,EX0067,4,High,maintenance,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",7,strength,"Selected for Moderate Shoulder Postural Dysfunction to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",maintenance,4,yes
COND0157,EX0068,3,High,chronic,mild,0,3,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",8,strength,"Selected for Moderate Shoulder Postural Dysfunction to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",chronic,3,yes
COND0157,EX0069,2,High,subacute,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",9,strength,"Selected for Moderate Shoulder Postural Dysfunction to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",subacute,2,yes
COND0157,EX0070,1,Moderate,chronic,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",10,ROM,"Selected for Moderate Shoulder Postural Dysfunction to address ROM deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",chronic,1,yes
COND0157,EX0071,1,High,maintenance,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",11,strength,"Selected for Moderate Shoulder Postural Dysfunction to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0157,EX0072,1,High,chronic,mild,0,3,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",12,strength,"Selected for Moderate Shoulder Postural Dysfunction to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0157,EX0073,1,Moderate,subacute,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",13,motor control,"Selected for Moderate Shoulder Postural Dysfunction to address motor control deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",subacute,1,no
COND0157,EX0074,1,Low/Consensus,chronic,mild,0,3,high,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",14,return to sport,"Selected for Moderate Shoulder Postural Dysfunction to address return to sport deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0157,EX0075,1,High,maintenance,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",15,strength,"Selected for Moderate Shoulder Postural Dysfunction to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0157,EX0076,1,Moderate,acute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",16,ROM,"Selected for Moderate Shoulder Postural Dysfunction to address ROM deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",acute,1,no
COND0157,EX0077,1,High,subacute,mild-moderate-severe-complex,0,8,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",17,strength,"Selected for Moderate Shoulder Postural Dysfunction to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",subacute,1,no
COND0157,EX0078,1,Moderate,chronic,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",18,ROM,"Selected for Moderate Shoulder Postural Dysfunction to address ROM deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0157,EX0079,1,Moderate,maintenance,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",19,function,"Selected for Moderate Shoulder Postural Dysfunction to address function deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0157,EX0080,1,Low/Consensus,chronic,mild,0,3,high,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",20,return to sport,"Selected for Moderate Shoulder Postural Dysfunction to address return to sport deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0158,EX0061,10,Moderate,subacute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",1,ROM,"Selected for Complex Shoulder Postural Dysfunction to address ROM deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",subacute,10,yes
COND0158,EX0062,9,Moderate,chronic,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",2,ROM,"Selected for Complex Shoulder Postural Dysfunction to address ROM deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",chronic,9,yes
COND0158,EX0063,8,Moderate,maintenance,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",3,ROM,"Selected for Complex Shoulder Postural Dysfunction to address ROM deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",maintenance,8,yes
COND0158,EX0064,7,Moderate,acute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",4,motor control,"Selected for Complex Shoulder Postural Dysfunction to address motor control deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",acute,7,yes
COND0158,EX0065,6,High,subacute,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",5,strength,"Selected for Complex Shoulder Postural Dysfunction to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",subacute,6,yes
COND0158,EX0066,5,High,chronic,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",6,strength,"Selected for Complex Shoulder Postural Dysfunction to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",chronic,5,yes
COND0158,EX0067,4,High,maintenance,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",7,strength,"Selected for Complex Shoulder Postural Dysfunction to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",maintenance,4,yes
COND0158,EX0068,3,High,chronic,mild,0,3,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",8,strength,"Selected for Complex Shoulder Postural Dysfunction to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",chronic,3,yes
COND0158,EX0069,2,High,subacute,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",9,strength,"Selected for Complex Shoulder Postural Dysfunction to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",subacute,2,yes
COND0158,EX0070,1,Moderate,chronic,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",10,ROM,"Selected for Complex Shoulder Postural Dysfunction to address ROM deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",chronic,1,yes
COND0158,EX0071,1,High,maintenance,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",11,strength,"Selected for Complex Shoulder Postural Dysfunction to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0158,EX0072,1,High,chronic,mild,0,3,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",12,strength,"Selected for Complex Shoulder Postural Dysfunction to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0158,EX0073,1,Moderate,subacute,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",13,motor control,"Selected for Complex Shoulder Postural Dysfunction to address motor control deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",subacute,1,no
COND0158,EX0074,1,Low/Consensus,chronic,mild,0,3,high,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",14,return to sport,"Selected for Complex Shoulder Postural Dysfunction to address return to sport deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0158,EX0075,1,High,maintenance,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",15,strength,"Selected for Complex Shoulder Postural Dysfunction to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0158,EX0076,1,Moderate,acute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",16,ROM,"Selected for Complex Shoulder Postural Dysfunction to address ROM deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",acute,1,no
COND0158,EX0077,1,High,subacute,mild-moderate-severe-complex,0,8,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",17,strength,"Selected for Complex Shoulder Postural Dysfunction to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",subacute,1,no
COND0158,EX0078,1,Moderate,chronic,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",18,ROM,"Selected for Complex Shoulder Postural Dysfunction to address ROM deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0158,EX0079,1,Moderate,maintenance,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",19,function,"Selected for Complex Shoulder Postural Dysfunction to address function deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0158,EX0080,1,Low/Consensus,chronic,mild,0,3,high,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",20,return to sport,"Selected for Complex Shoulder Postural Dysfunction to address return to sport deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0159,EX0281,10,Moderate,subacute,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",1,balance,"Selected for Mild Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",subacute,10,yes
COND0159,EX0282,9,Moderate,chronic,mild,0,3,low,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",2,balance,"Selected for Mild Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",chronic,9,yes
COND0159,EX0283,8,Moderate,maintenance,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",3,balance,"Selected for Mild Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",maintenance,8,yes
COND0159,EX0284,7,High,acute,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",4,balance,"Selected for Mild Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",acute,7,yes
COND0159,EX0285,6,High,subacute,mild-moderate-severe-complex,0,8,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",5,balance,"Selected for Mild Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",subacute,6,yes
COND0159,EX0286,5,High,chronic,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",6,balance,"Selected for Mild Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",chronic,5,yes
COND0159,EX0287,4,High,chronic,mild,0,3,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",7,balance,"Selected for Mild Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",chronic,4,yes
COND0159,EX0288,3,Moderate,acute,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",8,balance,"Selected for Mild Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",acute,3,yes
COND0159,EX0289,2,Moderate,subacute,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",9,function,"Selected for Mild Geriatric Balance Impairment to address function deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",subacute,2,yes
COND0159,EX0290,1,Moderate,chronic,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",10,balance,"Selected for Mild Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",chronic,1,yes
COND0159,EX0291,1,Moderate,maintenance,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",11,motor control,"Selected for Mild Geriatric Balance Impairment to address motor control deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0159,EX0292,1,Moderate,acute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",12,pain self-management,"Selected for Mild Geriatric Balance Impairment to address pain self-management deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",acute,1,no
COND0159,EX0293,1,High,chronic,mild,0,3,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",13,balance,"Selected for Mild Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0159,EX0294,1,Moderate,chronic,mild,0,3,low,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",14,balance,"Selected for Mild Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0159,EX0295,1,Moderate,maintenance,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",15,pain self-management,"Selected for Mild Geriatric Balance Impairment to address pain self-management deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0159,EX0296,1,Moderate,acute,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",16,function,"Selected for Mild Geriatric Balance Impairment to address function deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",acute,1,no
COND0159,EX0297,1,High,chronic,mild,0,3,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",17,balance,"Selected for Mild Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0159,EX0298,1,Moderate,chronic,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",18,balance,"Selected for Mild Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0159,EX0299,1,Moderate,maintenance,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",19,ROM,"Selected for Mild Geriatric Balance Impairment to address ROM deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0159,EX0300,1,Moderate,chronic,mild,0,3,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",20,function,"Selected for Mild Geriatric Balance Impairment to address function deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0160,EX0281,10,Moderate,subacute,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",1,balance,"Selected for Moderate Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",subacute,10,yes
COND0160,EX0282,9,Moderate,chronic,mild,0,3,low,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",2,balance,"Selected for Moderate Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",chronic,9,yes
COND0160,EX0283,8,Moderate,maintenance,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",3,balance,"Selected for Moderate Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",maintenance,8,yes
COND0160,EX0284,7,High,acute,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",4,balance,"Selected for Moderate Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",acute,7,yes
COND0160,EX0285,6,High,subacute,mild-moderate-severe-complex,0,8,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",5,balance,"Selected for Moderate Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",subacute,6,yes
COND0160,EX0286,5,High,chronic,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",6,balance,"Selected for Moderate Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",chronic,5,yes
COND0160,EX0287,4,High,chronic,mild,0,3,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",7,balance,"Selected for Moderate Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",chronic,4,yes
COND0160,EX0288,3,Moderate,acute,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",8,balance,"Selected for Moderate Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",acute,3,yes
COND0160,EX0289,2,Moderate,subacute,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",9,function,"Selected for Moderate Geriatric Balance Impairment to address function deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",subacute,2,yes
COND0160,EX0290,1,Moderate,chronic,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",10,balance,"Selected for Moderate Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",chronic,1,yes
COND0160,EX0291,1,Moderate,maintenance,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",11,motor control,"Selected for Moderate Geriatric Balance Impairment to address motor control deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0160,EX0292,1,Moderate,acute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",12,pain self-management,"Selected for Moderate Geriatric Balance Impairment to address pain self-management deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",acute,1,no
COND0160,EX0293,1,High,chronic,mild,0,3,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",13,balance,"Selected for Moderate Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0160,EX0294,1,Moderate,chronic,mild,0,3,low,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",14,balance,"Selected for Moderate Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0160,EX0295,1,Moderate,maintenance,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",15,pain self-management,"Selected for Moderate Geriatric Balance Impairment to address pain self-management deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0160,EX0296,1,Moderate,acute,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",16,function,"Selected for Moderate Geriatric Balance Impairment to address function deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",acute,1,no
COND0160,EX0297,1,High,chronic,mild,0,3,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",17,balance,"Selected for Moderate Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0160,EX0298,1,Moderate,chronic,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",18,balance,"Selected for Moderate Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0160,EX0299,1,Moderate,maintenance,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",19,ROM,"Selected for Moderate Geriatric Balance Impairment to address ROM deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0160,EX0300,1,Moderate,chronic,mild,0,3,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",20,function,"Selected for Moderate Geriatric Balance Impairment to address function deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0161,EX0281,10,Moderate,subacute,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",1,balance,"Selected for Complex Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",subacute,10,yes
