exercise_id,exercise_name,body_region,target_muscles,joint_actions,movement_type,clinical_indications,contraindications,difficulty,required_equipment,starting_position,execution_instructions,sets,repetitions,duration,rest_period,frequency,progression_criteria,regression_criteria,regression_options,clinical_rationale,benefits,common_compensations,common_mistakes,precautions,safety_warnings,safety_tips,stop_criteria,expected_outcomes,video_url_placeholder,image_placeholder,evidence_level,clinical_references
EX0168,Cycle Ergometer Endurance,cardiorespiratory,global aerobic system; quadriceps,rhythmic whole-body activity at prescribed perceived exertion,aerobic,"reduced walking tolerance, cardiopulmonary deconditioning, fatigue, or metabolic risk","unstable angina, severe desaturation, acute infection with systemic symptoms, or uncontrolled arrhythmia",moderate,cycle ergometer,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform cycle ergometer endurance for the cardiorespiratory with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",3,10,5-20 minutes,60-90 seconds,3-5 days/week,Progress duration before resistance.,"Regress if working above target exertion appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets aerobic for cardiorespiratory rehabilitation with stage-specific loading and symptom-guided progression.,"improved endurance, symptom tolerance, and daily activity capacity",working above target exertion,working above target exertion,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.","Monitor breathlessness, chest symptoms, dizziness, and oxygen saturation when indicated.","Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","improved endurance, symptom tolerance, and daily activity capacity",https://example.org/videos/EX0168,images/EX0168.png,High,See docs/references.md
EX0169,Sit-to-Stand Endurance Test Training,cardiorespiratory,quadriceps; gluteals; aerobic system,task-specific multi-joint movement and transfer practice,functional,"difficulty with transfers, gait, ADL, school, sport, or work tasks","unsafe vitals, inability to follow essential safety cues, or prohibited weight bearing",moderate,chair,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform sit-to-stand endurance test training for the cardiorespiratory with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",3,10,,60-90 seconds,3-5 days/week,Progress repetitions if vitals recover appropriately.,"Regress if holding breath appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets functional for cardiorespiratory rehabilitation with stage-specific loading and symptom-guided progression.,"better task independence, gait/transfers, and participation",holding breath,holding breath,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.",Use prescribed assistive devices and stop if gait safety deteriorates.,"Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","better task independence, gait/transfers, and participation",https://example.org/videos/EX0169,images/EX0169.png,Moderate,See docs/references.md
EX0170,Step-Up Cardiac Conditioning,cardiorespiratory,global aerobic system; lower limb,rhythmic whole-body activity at prescribed perceived exertion,aerobic,"reduced walking tolerance, cardiopulmonary deconditioning, fatigue, or metabolic risk","unstable angina, severe desaturation, acute infection with systemic symptoms, or uncontrolled arrhythmia",moderate,step,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform step-up cardiac conditioning for the cardiorespiratory with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",3,10,5-20 minutes,60-90 seconds,3-5 days/week,Progress step cadence after vitals remain in target zone.,"Regress if rushing cadence appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets aerobic for cardiorespiratory rehabilitation with stage-specific loading and symptom-guided progression.,"improved endurance, symptom tolerance, and daily activity capacity",rushing cadence,rushing cadence,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.","Monitor breathlessness, chest symptoms, dizziness, and oxygen saturation when indicated.","Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","improved endurance, symptom tolerance, and daily activity capacity",https://example.org/videos/EX0170,images/EX0170.png,High,See docs/references.md
EX0171,Upper Limb Ergometry,cardiorespiratory,shoulder girdle; aerobic system,rhythmic whole-body activity at prescribed perceived exertion,aerobic,"reduced walking tolerance, cardiopulmonary deconditioning, fatigue, or metabolic risk","unstable angina, severe desaturation, acute infection with systemic symptoms, or uncontrolled arrhythmia",moderate,arm bike,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform upper limb ergometry for the cardiorespiratory with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",3,10,5-20 minutes,60-90 seconds,3-5 days/week,Progress duration while monitoring symptoms.,"Regress if shrugging shoulders appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets aerobic for cardiorespiratory rehabilitation with stage-specific loading and symptom-guided progression.,"improved endurance, symptom tolerance, and daily activity capacity",shrugging shoulders,shrugging shoulders,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.","Monitor breathlessness, chest symptoms, dizziness, and oxygen saturation when indicated.","Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","improved endurance, symptom tolerance, and daily activity capacity",https://example.org/videos/EX0171,images/EX0171.png,High,See docs/references.md
EX0172,Resistance Circuit Low Load,cardiorespiratory,major limb muscle groups,controlled concentric/eccentric loading through available range,strength,"weakness, load intolerance, deconditioning, or reduced task capacity","unstable fracture, unhealed repair, acute inflammatory flare, or uncontrolled hypertension",moderate,bands/dumbbells,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform resistance circuit low load for the cardiorespiratory with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",3,10,,60-90 seconds,3-5 days/week,Progress one variable at a time after vitals remain stable.,"Regress if breath holding appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets strength for cardiorespiratory rehabilitation with stage-specific loading and symptom-guided progression.,"improved force production, load tolerance, and functional confidence",breath holding,breath holding,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.","Stop for sharp worsening pain, new swelling, wound change, chest pain, or neurological symptoms.","Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","improved force production, load tolerance, and functional confidence",https://example.org/videos/EX0172,images/EX0172.png,High,See docs/references.md
EX0173,Energy Conservation Practice,cardiorespiratory,self-management system,"graded exposure, pacing, self-monitoring, and behavior planning",education,"fear avoidance, flare-prone symptoms, pacing need, or low self-efficacy","none absolute; adapt for cognition, language, distress, and health literacy",easy,activity diary,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform energy conservation practice for the cardiorespiratory with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",2,8,30-60 seconds,30-60 seconds,3-5 days/week,Progress by applying pacing to more daily tasks.,"Regress if activity spikes on good days appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets education for cardiorespiratory rehabilitation with stage-specific loading and symptom-guided progression.,"improved pacing, adherence, flare management, and self-efficacy",activity spikes on good days,activity spikes on good days,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.",Seek clinical review when symptoms flare repeatedly despite regression.,"Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","improved pacing, adherence, flare management, and self-efficacy",https://example.org/videos/EX0173,images/EX0173.png,Moderate,See docs/references.md
EX0174,Breathing with Stair Practice,cardiorespiratory,diaphragm; lower limb,task-specific multi-joint movement and transfer practice,functional,"difficulty with transfers, gait, ADL, school, sport, or work tasks","unsafe vitals, inability to follow essential safety cues, or prohibited weight bearing",moderate,stairs/step,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform breathing with stair practice for the cardiorespiratory with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",3,10,,60-90 seconds,3-5 days/week,Progress flights only after recovery time improves.,"Regress if breath holding during ascent appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets functional for cardiorespiratory rehabilitation with stage-specific loading and symptom-guided progression.,"better task independence, gait/transfers, and participation",breath holding during ascent,breath holding during ascent,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.",Use prescribed assistive devices and stop if gait safety deteriorates.,"Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","better task independence, gait/transfers, and participation",https://example.org/videos/EX0174,images/EX0174.png,Moderate,See docs/references.md
EX0175,Airway Clearance Positioning,cardiorespiratory,respiratory system,"diaphragmatic breathing, thoracic expansion, or airway clearance cycle",respiratory,"dyspnea, secretion retention, inefficient breathing pattern, or pulmonary deconditioning","untreated pneumothorax, hemoptysis of concern, severe respiratory distress, or unstable vitals",easy,pillows,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform airway clearance positioning for the cardiorespiratory with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",2,8,30-60 seconds,30-60 seconds,3-5 days/week,Progress positions only if tolerated and clinically indicated.,"Regress if remaining in a position despite distress appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets respiratory for cardiorespiratory rehabilitation with stage-specific loading and symptom-guided progression.,"improved breathing efficiency, airway clearance, and exertional tolerance",remaining in a position despite distress,remaining in a position despite distress,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.","Stop for severe breathlessness, cyanosis, chest pain, hemoptysis, or marked desaturation.","Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","improved breathing efficiency, airway clearance, and exertional tolerance",https://example.org/videos/EX0175,images/EX0175.png,High,See docs/references.md
EX0176,Dyspnea Recovery Positioning,cardiorespiratory,diaphragm; accessory muscles,"diaphragmatic breathing, thoracic expansion, or airway clearance cycle",respiratory,"dyspnea, secretion retention, inefficient breathing pattern, or pulmonary deconditioning","untreated pneumothorax, hemoptysis of concern, severe respiratory distress, or unstable vitals",easy,chair/table,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform dyspnea recovery positioning for the cardiorespiratory with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",2,8,30-60 seconds,30-60 seconds,3-5 days/week,Progress to independent use during activity.,"Regress if neck bracing appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets respiratory for cardiorespiratory rehabilitation with stage-specific loading and symptom-guided progression.,"improved breathing efficiency, airway clearance, and exertional tolerance",neck bracing,neck bracing,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.","Stop for severe breathlessness, cyanosis, chest pain, hemoptysis, or marked desaturation.","Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","improved breathing efficiency, airway clearance, and exertional tolerance",https://example.org/videos/EX0176,images/EX0176.png,High,See docs/references.md
EX0177,Treadmill Walking with RPE Monitoring,cardiorespiratory,global aerobic system,rhythmic whole-body activity at prescribed perceived exertion,aerobic,"reduced walking tolerance, cardiopulmonary deconditioning, fatigue, or metabolic risk","unstable angina, severe desaturation, acute infection with systemic symptoms, or uncontrolled arrhythmia",moderate,treadmill,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform treadmill walking with rpe monitoring for the cardiorespiratory with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",3,10,5-20 minutes,60-90 seconds,3-5 days/week,Progress speed within prescribed RPE range.,"Regress if ignoring symptom scale appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets aerobic for cardiorespiratory rehabilitation with stage-specific loading and symptom-guided progression.,"improved endurance, symptom tolerance, and daily activity capacity",ignoring symptom scale,ignoring symptom scale,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.","Monitor breathlessness, chest symptoms, dizziness, and oxygen saturation when indicated.","Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","improved endurance, symptom tolerance, and daily activity capacity",https://example.org/videos/EX0177,images/EX0177.png,High,See docs/references.md
EX0178,Cardiac Warm-Up Mobility Flow,cardiorespiratory,major limb muscle groups,active or assisted joint movement toward comfortable end range,mobility,"stiffness, guarded movement, postoperative protection phase, or ROM loss","unstable joint, surgical restriction, suspected fracture, or severe escalating pain",easy,none,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform cardiac warm-up mobility flow for the cardiorespiratory with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",2,8,,30-60 seconds,3-5 days/week,Progress duration before intensity.,"Regress if moving too abruptly appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets mobility for cardiorespiratory rehabilitation with stage-specific loading and symptom-guided progression.,"improved comfortable ROM, reduced stiffness, and better movement confidence",moving too abruptly,moving too abruptly,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.",Stay below aggressive pain; respect surgical precautions and tissue irritability.,"Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","improved comfortable ROM, reduced stiffness, and better movement confidence",https://example.org/videos/EX0178,images/EX0178.png,Moderate,See docs/references.md
EX0179,Cool-Down Breathing Walk,cardiorespiratory,global aerobic system; diaphragm,rhythmic whole-body activity at prescribed perceived exertion,aerobic,"reduced walking tolerance, cardiopulmonary deconditioning, fatigue, or metabolic risk","unstable angina, severe desaturation, acute infection with systemic symptoms, or uncontrolled arrhythmia",easy,none,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform cool-down breathing walk for the cardiorespiratory with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",2,8,5-20 minutes,30-60 seconds,3-5 days/week,Progress consistency before intensity.,"Regress if stopping suddenly after exertion appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets aerobic for cardiorespiratory rehabilitation with stage-specific loading and symptom-guided progression.,"improved endurance, symptom tolerance, and daily activity capacity",stopping suddenly after exertion,stopping suddenly after exertion,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.","Monitor breathlessness, chest symptoms, dizziness, and oxygen saturation when indicated.","Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","improved endurance, symptom tolerance, and daily activity capacity",https://example.org/videos/EX0179,images/EX0179.png,High,See docs/references.md
EX0180,Oxygen Saturation Pacing Drill,cardiorespiratory,self-monitoring system,"graded exposure, pacing, self-monitoring, and behavior planning",education,"fear avoidance, flare-prone symptoms, pacing need, or low self-efficacy","none absolute; adapt for cognition, language, distress, and health literacy",easy,pulse oximeter,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform oxygen saturation pacing drill for the cardiorespiratory with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",2,8,30-60 seconds,30-60 seconds,3-5 days/week,Progress activity only when saturation response is acceptable.,"Regress if chasing step count despite desaturation appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets education for cardiorespiratory rehabilitation with stage-specific loading and symptom-guided progression.,"improved pacing, adherence, flare management, and self-efficacy",chasing step count despite desaturation,chasing step count despite desaturation,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.",Seek clinical review when symptoms flare repeatedly despite regression.,"Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","improved pacing, adherence, flare management, and self-efficacy",https://example.org/videos/EX0180,images/EX0180.png,Moderate,See docs/references.md
EX0181,Geriatric Sit-to-Stand Practice,geriatric,lower limb strength; postural control,task-specific multi-joint movement and transfer practice,functional,"difficulty with transfers, gait, ADL, school, sport, or work tasks","unsafe vitals, inability to follow essential safety cues, or prohibited weight bearing",easy,chair,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform geriatric sit-to-stand practice for the geriatric with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",2,8,,30-60 seconds,3-5 days/week,Progress chair height or repetitions when quality is consistent.,"Regress if using momentum or unsafe hand placement appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets functional for geriatric rehabilitation with stage-specific loading and symptom-guided progression.,"better task independence, gait/transfers, and participation",using momentum or unsafe hand placement,using momentum or unsafe hand placement,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.",Use prescribed assistive devices and stop if gait safety deteriorates.,"Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","better task independence, gait/transfers, and participation",https://example.org/videos/EX0181,images/EX0181.png,Moderate,See docs/references.md
EX0182,Geriatric Supported Standing Balance,geriatric,lower limb strength; postural control,static and dynamic postural control with graded base of support,balance,"falls risk, proprioceptive deficit, vestibular symptoms, or impaired postural control","unsafe unsupported standing, severe orthostatic symptoms, or uncontrolled seizure risk",easy,support,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform geriatric supported standing balance for the geriatric with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",2,8,30-60 seconds,30-60 seconds,3-5 days/week,Progress support reduction after steady stance.,"Regress if locking knees or gripping support appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets balance for geriatric rehabilitation with stage-specific loading and symptom-guided progression.,"improved postural control, gait confidence, and reduced falls risk",locking knees or gripping support,locking knees or gripping support,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.",Use supervision or support when falls risk is present; clear trip hazards.,"Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","improved postural control, gait confidence, and reduced falls risk",https://example.org/videos/EX0182,images/EX0182.png,High,See docs/references.md
EX0183,Geriatric Weight Shift Training,geriatric,lower limb strength; postural control,static and dynamic postural control with graded base of support,balance,"falls risk, proprioceptive deficit, vestibular symptoms, or impaired postural control","unsafe unsupported standing, severe orthostatic symptoms, or uncontrolled seizure risk",easy,parallel bars/support,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform geriatric weight shift training for the geriatric with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",2,8,30-60 seconds,30-60 seconds,3-5 days/week,Progress excursion distance without loss of control.,"Regress if trunk leaning instead of controlled shift appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets balance for geriatric rehabilitation with stage-specific loading and symptom-guided progression.,"improved postural control, gait confidence, and reduced falls risk",trunk leaning instead of controlled shift,trunk leaning instead of controlled shift,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.",Use supervision or support when falls risk is present; clear trip hazards.,"Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","improved postural control, gait confidence, and reduced falls risk",https://example.org/videos/EX0183,images/EX0183.png,High,See docs/references.md
EX0184,Geriatric Step Taps,geriatric,lower limb strength; postural control,task-specific multi-joint movement and transfer practice,functional,"difficulty with transfers, gait, ADL, school, sport, or work tasks","unsafe vitals, inability to follow essential safety cues, or prohibited weight bearing",moderate,step,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform geriatric step taps for the geriatric with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",3,10,,60-90 seconds,3-5 days/week,Progress step height when foot placement is accurate.,"Regress if rushing or catching toes appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets functional for geriatric rehabilitation with stage-specific loading and symptom-guided progression.,"better task independence, gait/transfers, and participation",rushing or catching toes,rushing or catching toes,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.",Use prescribed assistive devices and stop if gait safety deteriorates.,"Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","better task independence, gait/transfers, and participation",https://example.org/videos/EX0184,images/EX0184.png,Moderate,See docs/references.md
EX0185,Geriatric Gait Practice,geriatric,lower limb strength; postural control,task-specific multi-joint movement and transfer practice,functional,"difficulty with transfers, gait, ADL, school, sport, or work tasks","unsafe vitals, inability to follow essential safety cues, or prohibited weight bearing",moderate,assistive device as needed,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform geriatric gait practice for the geriatric with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",3,10,,60-90 seconds,3-5 days/week,Progress distance when gait safety and fatigue are acceptable.,"Regress if sacrificing quality for distance appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets functional for geriatric rehabilitation with stage-specific loading and symptom-guided progression.,"better task independence, gait/transfers, and participation",sacrificing quality for distance,sacrificing quality for distance,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.",Use prescribed assistive devices and stop if gait safety deteriorates.,"Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","better task independence, gait/transfers, and participation",https://example.org/videos/EX0185,images/EX0185.png,Moderate,See docs/references.md
EX0186,Geriatric Dual-Task Walking,geriatric,lower limb strength; postural control,task-specific multi-joint movement and transfer practice,functional,"difficulty with transfers, gait, ADL, school, sport, or work tasks","unsafe vitals, inability to follow essential safety cues, or prohibited weight bearing",hard,hallway,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform geriatric dual-task walking for the geriatric with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",3,6,,90-150 seconds,3-5 days/week,Progress cognitive load after gait remains safe.,"Regress if looking down or stopping gait appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets functional for geriatric rehabilitation with stage-specific loading and symptom-guided progression.,"better task independence, gait/transfers, and participation",looking down or stopping gait,looking down or stopping gait,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.",Use prescribed assistive devices and stop if gait safety deteriorates.,"Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","better task independence, gait/transfers, and participation",https://example.org/videos/EX0186,images/EX0186.png,Moderate,See docs/references.md
EX0187,Geriatric Reaching Outside Base,geriatric,lower limb strength; postural control,static and dynamic postural control with graded base of support,balance,"falls risk, proprioceptive deficit, vestibular symptoms, or impaired postural control","unsafe unsupported standing, severe orthostatic symptoms, or uncontrolled seizure risk",moderate,cones/table,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform geriatric reaching outside base for the geriatric with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",3,10,30-60 seconds,60-90 seconds,3-5 days/week,Progress reach distance while maintaining safety.,"Regress if overreaching beyond control appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets balance for geriatric rehabilitation with stage-specific loading and symptom-guided progression.,"improved postural control, gait confidence, and reduced falls risk",overreaching beyond control,overreaching beyond control,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.",Use supervision or support when falls risk is present; clear trip hazards.,"Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","improved postural control, gait confidence, and reduced falls risk",https://example.org/videos/EX0187,images/EX0187.png,High,See docs/references.md
EX0188,Geriatric Task-Specific Repetition Circuit,geriatric,lower limb strength; postural control,task-specific multi-joint movement and transfer practice,functional,"difficulty with transfers, gait, ADL, school, sport, or work tasks","unsafe vitals, inability to follow essential safety cues, or prohibited weight bearing",moderate,task objects,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform geriatric task-specific repetition circuit for the geriatric with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",3,10,,60-90 seconds,3-5 days/week,Progress repetitions based on fatigue and quality.,"Regress if compensatory trunk movement appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets functional for geriatric rehabilitation with stage-specific loading and symptom-guided progression.,"better task independence, gait/transfers, and participation",compensatory trunk movement,compensatory trunk movement,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.",Use prescribed assistive devices and stop if gait safety deteriorates.,"Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","better task independence, gait/transfers, and participation",https://example.org/videos/EX0188,images/EX0188.png,Moderate,See docs/references.md
